"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 08 20:22:45 CST 2023","Sun Oct 08 20:22:45 CST 2023","493","apirunner.cli","TestBootStrap","TestBootStrap","","","test[caseinfo1]",""
